pair_id,pair_type,template_id,edit_type_idx,edit_type_name,agent,model,instruction,aesthetic_path,non_aesthetic_path,aesthetic_score,non_aesthetic_score,score_gap,edit_quality_score
1600w-OnW3L3V5tgI_t9_multishot__regression,regression,1600w-OnW3L3V5tgI,9,Accent Recolor,multishot,gemini/gemini-2.5-pro,Recolor the “OUR FOOD” button background to vibrant coral #FF6F61.,images/1600w-OnW3L3V5tgI_t9_multishot__regression__aesthetic.png,images/1600w-OnW3L3V5tgI_t9_multishot__regression__non_aesthetic.png,93.0,73.0,20.0,83.0
1131w-xPTl82ZC-e4_t0_multishot__regression,regression,1131w-xPTl82ZC-e4,0,Color Palette Variation,multishot,gemini/gemini-2.5-pro,"Swap the deep forest green background and salmon-pink elements to a light retro palette: warm cream (#FFF5E6) background, charcoal (#2B2B2B) text, and teal (#1E8A9E) accent details.",images/1131w-xPTl82ZC-e4_t0_multishot__regression__aesthetic.png,images/1131w-xPTl82ZC-e4_t0_multishot__regression__non_aesthetic.png,75.0,58.0,17.0,90.0
1600w-IVdkMeHmo04_t7_multishot__regression,regression,1600w-IVdkMeHmo04,7,Image Replacement,multishot,gemini/gemini-2.5-pro,"Replace the dark, close-up tropical leaves background with a softly blurred candlelit ballroom backdrop, preserving shallow depth and dark vignette for a refined evening ambiance.",images/1600w-IVdkMeHmo04_t7_multishot__regression__aesthetic.png,images/1600w-IVdkMeHmo04_t7_multishot__regression__non_aesthetic.png,98.0,46.0,52.0,10.0
1131w-50t2MzJLmsM_t13_multishot__regression,regression,1131w-50t2MzJLmsM,13,Add Secondary Text Block,multishot,gemini/gemini-2.5-pro,"Add a small italic sans-serif subtitle 'Sip, savor, celebrate.' left-aligned directly below 'OPENING' in #1E4ED8 to fill the upper-left spacing.",images/1131w-50t2MzJLmsM_t13_multishot__regression__aesthetic.png,images/1131w-50t2MzJLmsM_t13_multishot__regression__non_aesthetic.png,86.0,76.0,10.0,100.0
1131w-tpnRumgzO8o_t11_multishot__regression,regression,1131w-tpnRumgzO8o,11,Hierarchy Adjustment,multishot,gemini/gemini-2.5-pro,Center and enlarge the burger illustration to become the primary focal point.,images/1131w-tpnRumgzO8o_t11_multishot__regression__aesthetic.png,images/1131w-tpnRumgzO8o_t11_multishot__regression__non_aesthetic.png,80.0,75.0,5.0,78.0
1600w-F-yK2D5pels_t14_multishot__regression,regression,1600w-F-yK2D5pels,14,Theme Restyling,multishot,gemini/gemini-2.5-pro,Retheme for winter holidays: swap lime background for deep forest green (#184D3A); change all black text to white; recolor the top-right button to #C72C41 with white label.,images/1600w-F-yK2D5pels_t14_multishot__regression__aesthetic.png,images/1600w-F-yK2D5pels_t14_multishot__regression__non_aesthetic.png,98.0,97.0,1.0,93.0
1600w-gOlznvJ4zdk_t9_multishot__regression,regression,1600w-gOlznvJ4zdk,9,Accent Recolor,multishot,gemini/gemini-2.5-pro,Recolor the “Self-Care Jar” title from dark green to warm coral #E86A5A.,images/1600w-gOlznvJ4zdk_t9_multishot__regression__aesthetic.png,images/1600w-gOlznvJ4zdk_t9_multishot__regression__non_aesthetic.png,78.0,66.0,12.0,100.0
900w-8g4EBLeikgE_t7_multishot__regression,regression,900w-8g4EBLeikgE,7,Image Replacement,multishot,gemini/gemini-2.5-pro,"Replace the taco tray held by hands with a similar close-up of a colorful sushi bento in a paper tray held by hands, maintaining angle and composition.",images/900w-8g4EBLeikgE_t7_multishot__regression__aesthetic.png,images/900w-8g4EBLeikgE_t7_multishot__regression__non_aesthetic.png,88.0,81.0,7.0,97.0
1600w-gOlznvJ4zdk_t10_multishot__regression,regression,1600w-gOlznvJ4zdk,10,Background Replacement,multishot,gemini/gemini-2.5-pro,"Replace the green grid with a soft sunset gradient from peach #FFD8C2 to lavender #D8C9FF, keeping the white content box and jar/title edges crisp for readability.",images/1600w-gOlznvJ4zdk_t10_multishot__regression__aesthetic.png,images/1600w-gOlznvJ4zdk_t10_multishot__regression__non_aesthetic.png,78.0,66.0,12.0,18.0
848w-x9A8Hm2mD6U_t5_multishot__regression,regression,848w-x9A8Hm2mD6U,5,Object Addition,multishot,gemini/gemini-2.5-pro,"Add a small outlined cloud icon in #6EC1E4 to the top-right empty space, right-aligned with the header to balance the hero.",images/848w-x9A8Hm2mD6U_t5_multishot__regression__aesthetic.png,images/848w-x9A8Hm2mD6U_t5_multishot__regression__non_aesthetic.png,70.0,58.0,12.0,89.0
848w-Xal0F5OfysY_t9_multishot__regression,regression,848w-Xal0F5OfysY,9,Accent Recolor,multishot,gemini/gemini-2.5-pro,"Recolor the ""CREATIVE"" text to deep coral #E4572E for strong contrast with the blue background.",images/848w-Xal0F5OfysY_t9_multishot__regression__aesthetic.png,images/848w-Xal0F5OfysY_t9_multishot__regression__non_aesthetic.png,90.0,78.0,12.0,100.0
1600w-jlhsA8F30Lk_t2_multishot__regression,regression,1600w-jlhsA8F30Lk,2,2-Element Layout Swap,multishot,gemini/gemini-2.5-pro,"Swap the megaphone with the speech-bubble headline, placing the bubble left and megaphone right, aligning both vertically centered for balance.",images/1600w-jlhsA8F30Lk_t2_multishot__regression__aesthetic.png,images/1600w-jlhsA8F30Lk_t2_multishot__regression__non_aesthetic.png,82.0,57.0,25.0,74.0
1280w-sqmHAnUAgsI_t3_multishot__regression,regression,1280w-sqmHAnUAgsI,3,Global Layout Change,multishot,gemini/gemini-2.5-pro,"Rebuild the layout: use a full-bleed hero spanning the top; arrange all remaining images below in a centered 3-column grid with equal gutters, 10% outer margins, and consistent vertical spacing.",images/1280w-sqmHAnUAgsI_t3_multishot__regression__aesthetic.png,images/1280w-sqmHAnUAgsI_t3_multishot__regression__non_aesthetic.png,98.0,81.0,17.0,55.0
1600w-A9ARWpzo3xk_t4_multishot__regression,regression,1600w-A9ARWpzo3xk,4,Object Removal,multishot,gemini/gemini-2.5-pro,Remove the right-side “SINCE 2025”; move “CREATIVE STUDIO” to center beneath the logo and slightly reduce the gap for balanced spacing.,images/1600w-A9ARWpzo3xk_t4_multishot__regression__aesthetic.png,images/1600w-A9ARWpzo3xk_t4_multishot__regression__non_aesthetic.png,98.0,97.0,1.0,100.0
1600w-DB7VCKEjrvU_t3_multishot__regression,regression,1600w-DB7VCKEjrvU,3,Global Layout Change,multishot,gemini/gemini-2.5-pro,"Recompose into a two-column layout: left column holds the colorful emblem; right column stacks “LUMA” above “ART SPACE,” both center-aligned, with expanded outer margins and a balanced gutter.",images/1600w-DB7VCKEjrvU_t3_multishot__regression__aesthetic.png,images/1600w-DB7VCKEjrvU_t3_multishot__regression__non_aesthetic.png,91.0,67.0,24.0,100.0
1600w-3FMwHZotkUM_t14_multishot__regression,regression,1600w-3FMwHZotkUM,14,Theme Restyling,multishot,gemini/gemini-2.5-pro,"Restyle to winter-holiday theme: change background to snowy #F6FAF2, set headings deep forest green (#184D3A), button crimson (#C41E3A), and overlay small gold star badges on each image; keep layout.",images/1600w-3FMwHZotkUM_t14_multishot__regression__aesthetic.png,images/1600w-3FMwHZotkUM_t14_multishot__regression__non_aesthetic.png,93.0,61.0,32.0,66.0
1131w-HeJuVR7Avb0_t6_multishot__regression,regression,1131w-HeJuVR7Avb0,6,Copy Expansion,multishot,gemini/gemini-2.5-pro,"Replace the vertical “ITALY” with a small sans-serif paragraph in deep forest green: “Italy—sunlit cliffs, pastel villages, lemon groves, steep steps, and salty sea breezes.”",images/1131w-HeJuVR7Avb0_t6_multishot__regression__aesthetic.png,images/1131w-HeJuVR7Avb0_t6_multishot__regression__non_aesthetic.png,91.0,55.0,36.0,100.0
1131w-tpnRumgzO8o_t8_multishot__regression,regression,1131w-tpnRumgzO8o,8,Typography Style Shift,multishot,gemini/gemini-2.5-pro,"Switch the “SUMMER” headline to a tall serif, lightweight uppercase for a more elegant tone.",images/1131w-tpnRumgzO8o_t8_multishot__regression__aesthetic.png,images/1131w-tpnRumgzO8o_t8_multishot__regression__non_aesthetic.png,80.0,75.0,5.0,100.0
1600w-m4qQZp-grvQ_t5_multishot__regression,regression,1600w-m4qQZp-grvQ,5,Object Addition,multishot,gemini/gemini-2.5-pro,"Add a small minimalist compass icon in #B22222 to the top-right sky area, aligning with the title’s red and balancing the layout.",images/1600w-m4qQZp-grvQ_t5_multishot__regression__aesthetic.png,images/1600w-m4qQZp-grvQ_t5_multishot__regression__non_aesthetic.png,81.0,75.0,6.0,70.0
1600w-z8zt2gNZe3I_t7_multishot__regression,regression,1600w-z8zt2gNZe3I,7,Image Replacement,multishot,gemini/gemini-2.5-pro,"Replace the right-side businessman portrait with a similarly framed right-side portrait of a cheerful community volunteer, shifting mood to compassion while retaining the dark teal background.",images/1600w-z8zt2gNZe3I_t7_multishot__regression__aesthetic.png,images/1600w-z8zt2gNZe3I_t7_multishot__regression__non_aesthetic.png,67.0,33.0,34.0,15.0
1600w-bU_eCuLHDN8_t1_multishot__regression,regression,1600w-bU_eCuLHDN8,1,Translation,multishot,gemini/gemini-2.5-pro,"Translate all text to Spanish, changing 'A LITTLE HEADS UP' to 'UN PEQUEÑO AVISO' and 'OUT OF OFFICE' to 'FUERA DE LA OFICINA'.",images/1600w-bU_eCuLHDN8_t1_multishot__regression__aesthetic.png,images/1600w-bU_eCuLHDN8_t1_multishot__regression__non_aesthetic.png,57.0,51.0,6.0,80.0
1131w-120Kpwxx3eY_t0_multishot__regression,regression,1131w-120Kpwxx3eY,0,Color Palette Variation,multishot,gemini/gemini-2.5-pro,"Swap the cobalt blue accents and cream background to a warm desert palette: sand background #F6E7D7, terracotta headings/icons #C1523C, and charcoal body text/lines #2F2F2F.",images/1131w-120Kpwxx3eY_t0_multishot__regression__aesthetic.png,images/1131w-120Kpwxx3eY_t0_multishot__regression__non_aesthetic.png,79.0,47.0,32.0,15.0
1600w-J2-prU82nP4_t8_multishot__regression,regression,1600w-J2-prU82nP4,8,Typography Style Shift,multishot,gemini/gemini-2.5-pro,"Switch the headline ""DONT THINK TOO MUCH!"" to a tall serif.",images/1600w-J2-prU82nP4_t8_multishot__regression__aesthetic.png,images/1600w-J2-prU82nP4_t8_multishot__regression__non_aesthetic.png,93.0,61.0,32.0,100.0
1143w-ugSBoa9VtEw_t7_multishot__regression,regression,1143w-ugSBoa9VtEw,7,Image Replacement,multishot,gemini/gemini-2.5-pro,"Swap the central skincare tube and lavender silk backdrop for a minimalist ceramic essential-oil diffuser on a pedestal with warm beige linen drape, evoking cozy, spa-like calm.",images/1143w-ugSBoa9VtEw_t7_multishot__regression__aesthetic.png,images/1143w-ugSBoa9VtEw_t7_multishot__regression__non_aesthetic.png,68.0,60.0,8.0,54.0
1600w-laANf5rvLUw_t14_multishot__regression,regression,1600w-laANf5rvLUw,14,Theme Restyling,multishot,gemini/gemini-2.5-pro,"Recolor the entire design to a festive holiday palette: background deep forest green #184D3A, furry 2024 rich crimson #B5121B, text warm cream, preserving the layout.",images/1600w-laANf5rvLUw_t14_multishot__regression__aesthetic.png,images/1600w-laANf5rvLUw_t14_multishot__regression__non_aesthetic.png,58.0,46.0,12.0,85.0
1600w-9eXC-dXI0uE_t0_multishot__regression,regression,1600w-9eXC-dXI0uE,0,Color Palette Variation,multishot,gemini/gemini-2.5-pro,"Recolor background to charcoal #0F1220, convert all purple elements to cyan #00C2D1, switch black text to white, and set button outline cyan with white label",images/1600w-9eXC-dXI0uE_t0_multishot__regression__aesthetic.png,images/1600w-9eXC-dXI0uE_t0_multishot__regression__non_aesthetic.png,74.0,28.0,46.0,24.0
1600w-p1o6ND26wWg_t14_multishot__regression,regression,1600w-p1o6ND26wWg,14,Theme Restyling,multishot,gemini/gemini-2.5-pro,Restyle for winter holidays: keep layout; use snow-white background with subtle snowflakes; recolor buttons and headline deep forest green with holly red accents; swap drink for a peppermint latte.,images/1600w-p1o6ND26wWg_t14_multishot__regression__aesthetic.png,images/1600w-p1o6ND26wWg_t14_multishot__regression__non_aesthetic.png,98.0,84.0,14.0,48.0
1131w-w2bliFOwlfc_t4_criticeditor__regression,regression,1131w-w2bliFOwlfc,4,Object Removal,criticeditor,gemini/gemini-2.5-pro,Remove the red starburst icon left of the phone; slightly enlarge and center the phone to rebalance the layout while keeping the nostalgic tone.,images/1131w-w2bliFOwlfc_t4_criticeditor__regression__aesthetic.png,images/1131w-w2bliFOwlfc_t4_criticeditor__regression__non_aesthetic.png,96.0,87.0,9.0,100.0
1600w-VLAmdFwJm1I_t6_criticeditor__regression,regression,1600w-VLAmdFwJm1I,6,Copy Expansion,criticeditor,gemini/gemini-2.5-pro,"Expand 'VIVID MARKETING' into a paragraph: Vivid Marketing unites teams with clear plans, shared goals, and real‑time insights, enabling smoother collaboration, faster approvals, and consistent campaign execution across channels.",images/1600w-VLAmdFwJm1I_t6_criticeditor__regression__aesthetic.png,images/1600w-VLAmdFwJm1I_t6_criticeditor__regression__non_aesthetic.png,93.0,64.0,29.0,29.0
900w-r5rfhPArHDg_t6_criticeditor__regression,regression,900w-r5rfhPArHDg,6,Copy Expansion,criticeditor,gemini/gemini-2.5-pro,"Replace the lower-left sentence with: Enjoy our crispy waffle with rich chocolate sauce—freshly baked, wonderfully warm, indulgent and satisfying, perfect for sharing and pairing with coffee or afternoon tea.",images/900w-r5rfhPArHDg_t6_criticeditor__regression__aesthetic.png,images/900w-r5rfhPArHDg_t6_criticeditor__regression__non_aesthetic.png,75.0,66.0,9.0,30.0
1600w-NwdmmHkEOxk_t13_criticeditor__regression,regression,1600w-NwdmmHkEOxk,13,Add Secondary Text Block,criticeditor,gemini/gemini-2.5-pro,"Add a small italic subtitle below “Together, We Can Make a Difference”: “Small acts create big change.” in deep forest green.",images/1600w-NwdmmHkEOxk_t13_criticeditor__regression__aesthetic.png,images/1600w-NwdmmHkEOxk_t13_criticeditor__regression__non_aesthetic.png,40.0,24.0,16.0,27.0
1600w-4gpfnsQOREQ_t7_criticeditor__regression,regression,1600w-4gpfnsQOREQ,7,Image Replacement,criticeditor,gemini/gemini-2.5-pro,Replace the smartphone displaying an envelope notification with a centered steaming teacup illustration to shift the mood from productivity to relaxation while keeping the composition.,images/1600w-4gpfnsQOREQ_t7_criticeditor__regression__aesthetic.png,images/1600w-4gpfnsQOREQ_t7_criticeditor__regression__non_aesthetic.png,83.0,82.0,1.0,0.0
848w-a7AVmpGZf5E_t9_criticeditor__regression,regression,848w-a7AVmpGZf5E,9,Accent Recolor,criticeditor,gemini/gemini-2.5-pro,Change the bottom rounded CTA button color to cobalt blue #2563EB.,images/848w-a7AVmpGZf5E_t9_criticeditor__regression__aesthetic.png,images/848w-a7AVmpGZf5E_t9_criticeditor__regression__non_aesthetic.png,70.0,36.0,34.0,100.0
1600w-Vu6fJpXHfB0_t3_criticeditor__regression,regression,1600w-Vu6fJpXHfB0,3,Global Layout Change,criticeditor,gemini/gemini-2.5-pro,"Reflow to a two-column layout: pin the question mark left; stack 'DID YOU KNOW' above the fact text right, center-aligned with generous whitespace.",images/1600w-Vu6fJpXHfB0_t3_criticeditor__regression__aesthetic.png,images/1600w-Vu6fJpXHfB0_t3_criticeditor__regression__non_aesthetic.png,91.0,55.0,36.0,17.0
1131w-50t2MzJLmsM_t6_criticeditor__regression,regression,1131w-50t2MzJLmsM,6,Copy Expansion,criticeditor,gemini/gemini-2.5-pro,"Expand the ""AT 10:00 AM, SATURDAY"" text into a body paragraph: ""At 10:00 AM, Saturday—join us for fresh coffee, music, and giveaways.""",images/1131w-50t2MzJLmsM_t6_criticeditor__regression__aesthetic.png,images/1131w-50t2MzJLmsM_t6_criticeditor__regression__non_aesthetic.png,86.0,70.0,16.0,98.0
1600w-F-yK2D5pels_t3_criticeditor__regression,regression,1600w-F-yK2D5pels,3,Global Layout Change,criticeditor,gemini/gemini-2.5-pro,Refactor to split-screen: left shows centered 'MEDIA KIT' on solid background; right stacks the three images vertically; position 'COLLAB STUDIO' left and the button right in a top bar.,images/1600w-F-yK2D5pels_t3_criticeditor__regression__aesthetic.png,images/1600w-F-yK2D5pels_t3_criticeditor__regression__non_aesthetic.png,98.0,85.0,13.0,79.0
1600w-m4qQZp-grvQ_t8_criticeditor__regression,regression,1600w-m4qQZp-grvQ,8,Typography Style Shift,criticeditor,gemini/gemini-2.5-pro,"Switch the ""BRAND PROPOSAL"" headline to a tall serif in light weight uppercase for an elegant tone.",images/1600w-m4qQZp-grvQ_t8_criticeditor__regression__aesthetic.png,images/1600w-m4qQZp-grvQ_t8_criticeditor__regression__non_aesthetic.png,81.0,62.0,19.0,100.0
1600w-DVXZyB158ss_t6_criticeditor__regression,regression,1600w-DVXZyB158ss,6,Copy Expansion,criticeditor,gemini/gemini-2.5-pro,"Expand the body paragraph under “ABOUT ME” to 2–3× length with cohesive lorem ipsum, preserving tone and existing alignment to test wrapping and layout balance.",images/1600w-DVXZyB158ss_t6_criticeditor__regression__aesthetic.png,images/1600w-DVXZyB158ss_t6_criticeditor__regression__non_aesthetic.png,86.0,65.0,21.0,20.0
1131w-9cN5biKALLQ_t10_criticeditor__regression,regression,1131w-9cN5biKALLQ,10,Background Replacement,criticeditor,gemini/gemini-2.5-pro,"Replace the plain light blue background with a frosty cracked-ice texture in pale teal gradient (#E6F7FA to #CDEFF4), keeping the dark blue headline and price highly legible.",images/1131w-9cN5biKALLQ_t10_criticeditor__regression__aesthetic.png,images/1131w-9cN5biKALLQ_t10_criticeditor__regression__non_aesthetic.png,84.0,74.0,10.0,0.0
1600w-jlhsA8F30Lk_t4_criticeditor__regression,regression,1600w-jlhsA8F30Lk,4,Object Removal,criticeditor,gemini/gemini-2.5-pro,"Remove the megaphone illustration; enlarge and shift the speech bubble slightly left to fill space, keeping “WE ARE OPEN TODAY” centered and the time aligned bottom-right inside.",images/1600w-jlhsA8F30Lk_t4_criticeditor__regression__aesthetic.png,images/1600w-jlhsA8F30Lk_t4_criticeditor__regression__non_aesthetic.png,82.0,34.0,48.0,25.0
1600w-NcQMz5zOIyQ_t6_criticeditor__regression,regression,1600w-NcQMz5zOIyQ,6,Copy Expansion,criticeditor,gemini/gemini-2.5-pro,"Expand the bottom “YOU ARE INVITED” into: “You’re invited to dance, celebrate, and enjoy tonight!” with wrapping.",images/1600w-NcQMz5zOIyQ_t6_criticeditor__regression__aesthetic.png,images/1600w-NcQMz5zOIyQ_t6_criticeditor__regression__non_aesthetic.png,62.0,59.0,3.0,96.0
1257w-dnPJ18q1Q2E_t13_criticeditor__regression,regression,1257w-dnPJ18q1Q2E,13,Add Secondary Text Block,criticeditor,gemini/gemini-2.5-pro,"Add a small italic sans-serif subtitle 'Two hearts, one lifetime.' centered beneath 'OUR LOVE' in soft cream #F6E3D3 with slight letter-spacing, balancing the space above the figure.",images/1257w-dnPJ18q1Q2E_t13_criticeditor__regression__aesthetic.png,images/1257w-dnPJ18q1Q2E_t13_criticeditor__regression__non_aesthetic.png,89.0,58.0,31.0,15.0
