template_id,edit_type_id,edit_type,categories,instruction
1280w-1EsFpGQoTQo,10,Background Replacement,"image,color,global",Replace the poolside photo background with a solid deep navy (#0B1E3B) backdrop to heighten contrast and maintain legibility of the white headline and UI elements.
1280w-1EsFpGQoTQo,11,Hierarchy Adjustment,"layout,text,global",Shrink the “BUSINESS” headline to small subheading size so the poolside image becomes the main focal point.
1280w-1EsFpGQoTQo,12,Contrast & Readability Enhancement,"color,style,local","Add a subtle vertical charcoal gradient overlay (30% #000 to 0%) across the background to improve contrast of white navigation, headline, and footer button."
1280w-1EsFpGQoTQo,13,Add Secondary Text Block,"text,layout,local","Add a small italic sans-serif subtitle above the CTA reading “Practical steps for freedom, profit, and balance” in #F3F3F3, centered to balance bottom spacing."
1280w-1EsFpGQoTQo,14,Theme Restyling,"style,color,global","Transform into a winter holiday theme by replacing the pool photo with a snowy workspace and changing all outline/button/text accents to forest green #184D3A and cranberry #C61A1A, preserving layout."
1280w-2LZs3UZm33E,0,Color Palette Variation,"color,global","Recolor cream background and chocolate-brown typography to deep slate #2E3A46 with ivory #F7F5F0 text and muted teal #4C9AAE accents, keeping a calm, readable dark palette."
1280w-2LZs3UZm33E,1,Translation,"text,global","Translate headline and paragraph to Spanish: '¿Adivina qué?' and 'Ya sea un trocito de chocolate negro o tu pastel de chocolate favorito, un dulce puede alegrarte el ánimo al instante.'"
1280w-2LZs3UZm33E,2,2-Element Layout Swap,"layout,global","Swap the headline “Guess What?” with the body copy block, placing the body copy centered near the top and the headline centered above the curved shape, maintaining overall balance."
1280w-2LZs3UZm33E,3,Global Layout Change,"layout,global",Rebuild the layout into a two-column grid: left column centers “Guess What?”; right column stacks the paragraph above the handle; extend the semicircular shape to span the bottom full-width.
1280w-2LZs3UZm33E,4,Object Removal,"layout,local",Remove the @reallygreatsite handle; move the body text block down slightly and widen line spacing to balance beneath the Guess What? headline.
1280w-2LZs3UZm33E,5,Object Addition,"layout,local","Add a small deep cocoa brown chocolate bar icon with a bite, centered between the paragraph and the curved edge."
1280w-2LZs3UZm33E,6,Copy Expansion,"text,layout,global","Expand the small uppercase paragraph below “Guess What?” to 2–3× length with warm, indulgent chocolate-themed copy, preserving tone and centered alignment to test wrapping and overflow."
1280w-2LZs3UZm33E,7,Image Replacement,"image,layout,local","Swap the soft beige curved abstract background for a botanical leaf-curve illustration in deep forest green to create a fresh, nature-focused mood."
1280w-2LZs3UZm33E,8,Typography Style Shift,"text,style,global",Convert the body paragraph from all caps to sentence case for a more elegant tone.
1280w-2LZs3UZm33E,9,Accent Recolor,"color,local",Recolor the “Guess What?” headline to deep forest green (#184D3A).
1280w-2LZs3UZm33E,10,Background Replacement,"image,color,global","Replace the background with a warm caramel gradient (#FCE7D1 to #D8A05C), keeping the brown headline and body text clearly legible."
1280w-2LZs3UZm33E,11,Hierarchy Adjustment,"layout,text,global","Enlarge the paragraph to huge bold dark chocolate brown and center it, reducing “Guess What?” to small light brown above, making the paragraph the primary focus."
1280w-2LZs3UZm33E,12,Contrast & Readability Enhancement,"color,style,local",Darken the paragraph text to deep chocolate #3B1F18 for stronger contrast against the cream background.
1280w-2LZs3UZm33E,13,Add Secondary Text Block,"text,layout,local",Add a medium italic subtitle “Sweet news: chocolate boosts moods” centered below “Guess What?” in #6B3E2E to balance top space.
1280w-2LZs3UZm33E,14,Theme Restyling,"style,color,global","Convert to a cozy winter holiday theme: switch backgrounds to deep forest green and cream, recolor text warm cream, add small gold snowflakes along the curved divider, keeping the layout unchanged."
1280w-7NdToF9SL00,0,Color Palette Variation,"color,global",Change the cream background to deep burgundy #4A0E1F and recolor all black text/illustrations to warm ivory #F5EBDD.
1280w-7NdToF9SL00,1,Translation,"text,global","Translate all visible text to Spanish, setting the headline to 'FIESTA DE MÚSICA Y VINO'."
1280w-7NdToF9SL00,2,2-Element Layout Swap,"layout,global","Swap the “MUSIC AND WINE PARTY” headline with the large turntable illustration, moving the headline to bottom center above the address and centering the turntable at the top."
1280w-7NdToF9SL00,3,Global Layout Change,"layout,global","Rebuild the layout into a two-column grid: left column for illustrations, right column stacking all text; set the headline as a centered banner spanning both columns."
1280w-7NdToF9SL00,4,Object Removal,"layout,local",Remove the right starburst icon; shift the MUSIC AND WINE PARTY title right and nudge the turntable left slightly to balance with the left wine glass and 6PM text.
1280w-7NdToF9SL00,5,Object Addition,"layout,local",Add a small hand-drawn black treble clef illustration centered between “Cafe Rimberio” and “MUSIC AND WINE PARTY” to fill the top gap and balance the layout.
1280w-7NdToF9SL00,6,Copy Expansion,"text,layout,global","Expand the bottom-right “LIVE MUSIC BY OLIVIA WILSON” text into: “Live music by Olivia Wilson with cozy acoustic vibes, soulful covers, and uplifting originals.”"
1280w-7NdToF9SL00,7,Image Replacement,"image,layout,local",Replace the central cartoon turntable-with-arms illustration with a similarly sized cartoon espresso machine-with-arms to shift the theme from wine-and-music to cozy coffeehouse.
1280w-7NdToF9SL00,8,Typography Style Shift,"text,style,global","Switch the ""MUSIC AND WINE PARTY"" headline to uppercase bold tall serif for a more elegant tone."
1280w-7NdToF9SL00,9,Accent Recolor,"color,local",Change the color of the “MUSIC AND WINE PARTY” headline to deep burgundy #7A001C.
1280w-7NdToF9SL00,10,Background Replacement,"image,color,global","Replace the cream background with a soft blush-to-peach gradient (#FADADD to #FFC6A0) to evoke a warm evening vibe, ensuring all black illustrations and text remain clearly legible."
1280w-7NdToF9SL00,11,Hierarchy Adjustment,"layout,text,global","Enlarge the turntable illustration to huge size and center it, making it the dominant focal point over the MUSIC AND WINE PARTY headline."
1280w-7NdToF9SL00,12,Contrast & Readability Enhancement,"color,style,local","Darken ""Cafe Rimberio"" and the bottom address to #0F0F0F for better contrast on the cream background."
1280w-7NdToF9SL00,13,Add Secondary Text Block,"text,layout,local","Add a small italic subtitle centered beneath “MUSIC AND WINE PARTY” reading “Sip, sway, and unwind,” in deep forest green to fill negative space."
1280w-7NdToF9SL00,14,Theme Restyling,"style,color,global","Restyle for winter holidays: use deep forest green and crimson accents, replace star icons with snowflakes, swap the wine glass doodle for a mulled wine mug; preserve layout."
1280w-GZEFZIEhLE0,0,Color Palette Variation,"color,global","Switch to a dark palette: deep navy #0A1B2E background, electric cyan #00E5FF graffiti, and white text to maintain contrast."
1280w-GZEFZIEhLE0,1,Translation,"text,global",Replace “MUSIC PARTY NIGHT” with “NOCHE DE FIESTA MUSICAL”.
1280w-GZEFZIEhLE0,2,2-Element Layout Swap,"layout,global","Swap positions of the central portrait image and the “MUSIC PARTY NIGHT” headline, placing the portrait top-right and the headline centered in the main area for balanced hierarchy."
1280w-GZEFZIEhLE0,3,Global Layout Change,"layout,global","Rebuild the layout as a two-column split: make the photo full-bleed left half; stack all text right side—title top, time middle, date and URL bottom—add padding and equal gutters."
1280w-GZEFZIEhLE0,4,Object Removal,"layout,local",Remove the “MUSIC PARTY NIGHT” text; shift the photo slightly right and nudge “DJ JACOB” up to maintain balance and readability.
1280w-GZEFZIEhLE0,5,Object Addition,"layout,local","Add a small black-and-white turntable icon in the top-left corner to balance the “MUSIC PARTY NIGHT” block, matching the grayscale palette."
1280w-GZEFZIEhLE0,6,Copy Expansion,"text,layout,global","Replace 'MUSIC PARTY NIGHT' with an uppercase paragraph: 'NONSTOP BEATS, FRESH REMIXES, AND FEEL‑GOOD VIBES ALL EVENING—SET THE MOOD FOR AN UNFORGETTABLE MUSIC PARTY NIGHT.'"
1280w-GZEFZIEhLE0,7,Image Replacement,"image,layout,local","Replace the central black-and-white close-up portrait with a monochrome city nightlife scene, maintaining tight cropping and high contrast for a moody, energetic vibe."
1280w-GZEFZIEhLE0,8,Typography Style Shift,"text,style,global","Switch the ""DJ JACOB"" headline to a tall serif for an elegant tone."
1280w-GZEFZIEhLE0,9,Accent Recolor,"color,local",Change the “DJ JACOB” headline color to electric cyan #00E5FF.
1280w-GZEFZIEhLE0,10,Background Replacement,"image,color,global","Replace the graffiti background with a deep indigo-to-neon magenta gradient (#0A0F3B–#FF1EC9) accented by subtle bokeh, keeping high contrast for the portrait and white text."
1280w-GZEFZIEhLE0,11,Hierarchy Adjustment,"layout,text,global","Scale “MUSIC PARTY NIGHT” to huge uppercase bold and center it above the photo, making it the dominant focal point."
1280w-GZEFZIEhLE0,12,Contrast & Readability Enhancement,"color,style,local",Add a #000000 40% gradient overlay across the top of the photo behind “DJ JACOB” to improve contrast and readability.
1280w-GZEFZIEhLE0,13,Add Secondary Text Block,"text,layout,local","Add a small uppercase sans-serif subtitle 'Live set: Deep House + R&B' centered directly below 'DJ JACOB' within the photo, in white #FFFFFF with slight tracking."
1280w-GZEFZIEhLE0,14,Theme Restyling,"style,color,global","Replace the background with an icy blue (#0AB1FF to #E5F6FF) gradient featuring subtle snowflakes to create a winter holiday theme, preserving layout and all text."
1280w-H8F4b127vDk,0,Color Palette Variation,"color,global",Recolor palette: replace neon yellow text/accents over dark greens with light mode—set background to pale sky #EAF6FF and change all typography/UI to deep navy #0B2545.
1280w-H8F4b127vDk,1,Translation,"text,global",Replace headline 'WHAT I DO WHEN I BURN OUT' with Spanish 'QUÉ HAGO CUANDO ME AGOTO' in the same uppercase bold neon yellow.
1280w-H8F4b127vDk,2,2-Element Layout Swap,"layout,global","Move the “WHAT I DO WHEN I BURN OUT” headline to the right side and right-align; adjust the background image crop so the subjects sit left, keeping a balanced right-headline/left-image layout."
1280w-H8F4b127vDk,3,Global Layout Change,"layout,global","Transform into a two-column split: full-bleed photo left; group all text and CTA in a vertically spaced, center-aligned block on the right with generous margins and grid-based spacing."
1280w-H8F4b127vDk,4,Object Removal,"layout,local","Remove the top-right ""01\01\2030"" date; move ""Liceria & Co."" to the top-right and slightly raise the headline to maintain balanced spacing."
1280w-H8F4b127vDk,5,Object Addition,"layout,local",Add a small neon lime (#E6FF3A) outline flame icon to the right of “BURN” to underscore the theme and visually balance the composition.
1280w-H8F4b127vDk,6,Copy Expansion,"text,layout,global","Expand the large lime uppercase headline into a longer paragraph: WHAT I DO WHEN I BURN OUT—gentle rituals, slow mornings, and boundaries that help me rest and reset."
1280w-H8F4b127vDk,7,Image Replacement,"image,layout,local","Replace the sunlit photo of two women lying in grass with a similar composition of two people relaxing indoors by a rainy window, maintaining side-by-side poses."
